instance,env_seed,agent_seed,cost,time,tw,method,arrival,category,fleet
RC1_10_1,23,1,28134,831.45,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,23,1,21012,803.48,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,37,1,34921,800.78,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,37,1,32959,828.14,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,37,1,31063,800.14,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,37,1,21927,837.68,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,37,1,27556,834.15,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,37,1,20650,776.25,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,21,1,32455,798.91,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,21,1,33266,732.03,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,21,1,29447,802.92,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,21,1,21490,834.56,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,21,1,29183,832.1,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,21,1,20834,837.02,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,35,1,32023,889.61,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,35,1,29140,885.6,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,35,1,29466,891.13,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,35,1,22265,929.19,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,35,1,28914,865.01,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,35,1,20971,869.49,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,34,1,32766,794.92,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,34,1,30406,764.78,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,34,1,28483,832.62,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,34,1,21314,807.37,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,34,1,27707,835.33,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,34,1,20688,840.41,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,20,1,33165,856.46,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,20,1,31070,763.11,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,20,1,27108,830.92,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,20,1,21871,836.83,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,20,1,28543,768.1,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,20,1,22218,833.2,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,24,1,31627,674.36,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,24,1,30870,733.62,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,24,1,28499,744.43,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,24,1,21919,747.0,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,24,1,28439,742.21,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,24,1,21276,746.41,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,30,1,31911,768.79,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,30,1,31236,827.38,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,30,1,28619,834.34,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,30,1,22222,840.69,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,30,1,31265,833.89,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,30,1,22580,842.11,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,18,1,31634,797.68,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,18,1,31695,826.06,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,18,1,27857,831.92,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,18,1,23723,836.41,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,18,1,27218,831.47,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,18,1,20524,835.36,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,19,1,32641,858.04,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,19,1,29257,831.56,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,19,1,30068,926.43,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,19,1,21812,805.71,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,19,1,28955,922.91,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,19,1,21298,891.63,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,31,1,33918,798.77,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,31,1,32040,736.55,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,31,1,31176,746.63,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,31,1,21526,811.04,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,31,1,27560,744.83,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,31,1,20242,748.6,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,25,1,33834,799.08,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,25,1,30004,766.1,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,25,1,30576,837.07,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,25,1,22250,839.22,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,25,1,27844,770.39,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,25,1,21330,834.92,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,9,1,32129,827.1,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,9,1,29242,799.21,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,9,1,29433,833.07,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,9,1,24334,841.28,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,9,1,28933,837.39,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,9,1,21657,841.1,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,33,1,33900,769.99,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,33,1,31699,764.36,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,33,1,28875,834.35,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,33,1,21976,832.91,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,33,1,28664,804.6,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,33,1,22103,836.66,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,27,1,34378,830.78,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,27,1,29258,887.88,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,27,1,30188,834.74,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,27,1,21399,838.86,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,27,1,29446,806.64,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,27,1,21407,839.27,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,26,1,33875,740.32,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,26,1,27274,734.61,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,26,1,28834,744.3,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,26,1,20641,746.83,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,26,1,26993,740.91,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,26,1,19932,744.06,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,32,1,32886,833.32,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,32,1,31720,795.5,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,32,1,27985,832.1,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,32,1,22948,808.13,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,32,1,27781,832.73,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,32,1,20622,836.31,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,8,1,32128,827.91,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,8,1,29763,917.1,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,8,1,28870,888.27,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,8,1,21969,926.05,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,8,1,29011,893.33,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,8,1,21457,895.04,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,5,1,33995,917.29,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,5,1,29769,829.06,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,5,1,29423,923.19,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,5,1,23014,833.97,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,5,1,28390,805.83,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,5,1,21369,809.81,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,17,1,31406,920.3,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,17,1,30286,890.68,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,17,1,31804,890.15,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,17,1,22763,928.18,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,17,1,28032,833.23,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,17,1,20092,775.76,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,16,1,33158,829.26,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,16,1,30075,828.36,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,16,1,29502,926.72,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,16,1,23904,924.38,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,16,1,28416,834.14,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,16,1,21601,806.65,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,4,1,33698,795.33,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,4,1,30805,827.02,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,4,1,28365,832.59,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,4,1,23015,805.92,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,4,1,28835,834.66,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,4,1,21518,837.22,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,6,1,31115,828.09,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,6,1,30119,827.2,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,6,1,29465,835.25,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,6,1,21780,810.88,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,6,1,27206,803.99,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,6,1,20539,808.8,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,28,1,34405,736.12,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,28,1,30845,737.75,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,28,1,31437,751.76,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,28,1,24110,749.56,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,28,1,29244,747.74,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,28,1,21726,748.11,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,14,1,33376,796.82,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,14,1,32935,765.12,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,14,1,29864,896.48,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,14,1,22017,836.07,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,14,1,28436,831.67,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,14,1,20910,834.88,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,15,1,33418,768.65,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,15,1,29931,828.77,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,15,1,30486,807.56,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,15,1,22185,837.48,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,15,1,27999,833.97,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,15,1,19898,837.1,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,29,1,33873,827.52,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,29,1,31772,767.62,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,29,1,29294,834.96,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,29,1,22465,838.4,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,29,1,27417,830.74,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,29,1,20278,833.72,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,7,1,33461,833.56,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,7,1,29469,738.59,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,7,1,29126,746.33,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,7,1,21941,753.51,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,7,1,28925,716.3,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,7,1,21286,751.75,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,3,1,31712,829.78,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,3,1,30879,796.55,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,3,1,29342,806.67,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,3,1,20947,743.78,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,3,1,28846,835.79,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,3,1,20226,841.57,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,11,1,32377,740.54,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,11,1,28783,826.65,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,11,1,28839,806.14,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,11,1,22104,839.11,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,11,1,28752,743.36,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,11,1,21539,748.57,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,39,1,32028,798.7,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,39,1,29061,798.11,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,39,1,27802,802.36,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,39,1,21661,892.57,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,39,1,28113,801.56,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,39,1,21281,837.85,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,38,1,33089,802.32,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,38,1,33988,827.46,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,38,1,28254,833.3,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,38,1,20939,836.18,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,38,1,28130,797.4,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,38,1,20945,834.38,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,10,1,33489,737.03,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,10,1,28595,766.48,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,10,1,28397,804.05,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,10,1,21833,837.26,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,10,1,29700,805.21,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,10,1,21316,843.65,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,2,1,33589,735.93,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,2,1,30539,703.78,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,2,1,29286,715.34,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,2,1,21592,743.29,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,2,1,26322,739.36,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,2,1,20405,744.09,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,12,1,33429,800.39,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,12,1,27528,794.34,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,12,1,26751,833.02,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,12,1,21200,840.25,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,12,1,28671,833.01,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,12,1,21553,836.26,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,13,1,32125,800.89,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,13,1,29382,827.26,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,13,1,29099,835.23,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,13,1,21204,775.38,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,13,1,27275,831.67,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,13,1,20239,834.48,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,1,1,33404,737.25,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,1,1,27998,738.42,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,1,1,27994,798.48,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,1,1,22248,744.53,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,1,1,27313,738.72,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,1,1,20152,744.02,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,48,1,33993,768.14,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,48,1,29022,824.67,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,48,1,29173,832.26,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,48,1,23396,837.09,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,48,1,28546,832.81,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,48,1,21095,837.52,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,49,1,31416,798.63,TW4,icd-double-threshold,uni,C,1.0
C2_10_1,49,1,29785,827.15,TW4,icd-double-threshold,uni,C,1.0
R1_10_1,49,1,29006,830.96,TW4,icd-double-threshold,uni,R,1.0
R2_10_1,49,1,21990,803.61,TW4,icd-double-threshold,uni,R,1.0
RC1_10_1,49,1,28359,833.44,TW4,icd-double-threshold,uni,RC,1.0
RC2_10_1,49,1,21537,774.86,TW4,icd-double-threshold,uni,RC,1.0
C1_10_1,41,1,30643,826.91,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,41,1,31639,824.73,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,41,1,30199,739.39,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,41,1,22647,832.8,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,41,1,26528,826.28,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,41,1,20995,829.56,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,40,1,35371,824.45,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,40,1,30654,852.69,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,40,1,29317,857.42,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,40,1,23047,830.09,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,40,1,29724,828.43,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,40,1,22139,831.73,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,42,1,34227,914.07,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,42,1,30555,884.91,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,42,1,29641,916.77,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,42,1,23461,829.02,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,42,1,28980,919.61,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,42,1,21875,927.51,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,43,1,32218,826.44,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,43,1,28398,824.03,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,43,1,30663,826.06,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,43,1,22583,861.95,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,43,1,30499,828.42,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,43,1,23910,835.16,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,47,1,32108,824.33,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,47,1,30774,825.69,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,47,1,30291,827.29,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,47,1,23003,859.95,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,47,1,29109,823.88,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,47,1,22425,827.69,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,46,1,33126,823.14,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,46,1,31923,914.05,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,46,1,28739,826.11,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,46,1,21329,831.91,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,46,1,28884,918.43,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,46,1,21953,921.68,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,50,1,33044,824.4,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,50,1,29964,822.67,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,50,1,29922,824.04,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,50,1,23623,830.78,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,50,1,27904,794.31,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,50,1,19841,739.21,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,44,1,33138,821.62,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,44,1,29724,823.43,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,44,1,30136,857.28,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,44,1,24376,827.53,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,44,1,29239,826.89,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,44,1,21912,829.54,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,45,1,33301,793.43,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,45,1,31401,734.13,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,45,1,29492,736.13,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,45,1,22135,835.42,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,45,1,28203,797.47,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,45,1,20073,773.16,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,36,1,32955,881.4,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,36,1,29738,762.63,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,36,1,29094,734.21,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,36,1,20443,739.9,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,36,1,27541,763.46,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,36,1,20143,800.78,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,22,1,34181,856.22,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,22,1,31937,824.48,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,22,1,31030,770.12,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,22,1,24926,832.94,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,22,1,29709,768.84,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,22,1,21630,776.1,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,23,1,32897,823.44,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,23,1,29476,823.48,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,23,1,29112,915.82,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,23,1,22026,832.5,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,23,1,28504,851.86,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,23,1,21721,827.31,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,37,1,35769,828.8,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,37,1,33861,825.43,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,37,1,30601,827.38,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,37,1,22729,830.49,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,37,1,27962,829.6,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,37,1,21266,832.85,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,21,1,33013,884.73,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,21,1,33799,759.5,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,21,1,29727,827.73,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,21,1,21524,863.23,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,21,1,29388,826.86,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,21,1,21590,861.92,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,35,1,32887,915.1,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,35,1,29213,913.95,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,35,1,29308,916.95,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,35,1,22817,921.44,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,35,1,29556,854.67,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,35,1,22407,921.8,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,34,1,33127,821.45,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,34,1,30633,823.9,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,34,1,29457,825.86,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,34,1,22513,891.61,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,34,1,28183,826.59,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,34,1,21252,830.9,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,20,1,33907,883.92,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,20,1,31259,822.17,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,20,1,28124,822.79,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,20,1,22514,828.52,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,20,1,28686,823.3,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,20,1,22984,887.91,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,24,1,31726,792.54,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,24,1,31640,763.34,TW4,icd-hamming-distance,uni,C,1.0
R1_10_1,24,1,29162,797.87,TW4,icd-hamming-distance,uni,R,1.0
R2_10_1,24,1,21945,740.17,TW4,icd-hamming-distance,uni,R,1.0
RC1_10_1,24,1,29146,768.46,TW4,icd-hamming-distance,uni,RC,1.0
RC2_10_1,24,1,21033,773.04,TW4,icd-hamming-distance,uni,RC,1.0
C1_10_1,30,1,33173,822.66,TW4,icd-hamming-distance,uni,C,1.0
C2_10_1,30,1,32106,824.35,TW4,icd-hamming-distance,uni,C,1.0
